ix,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1320,1775800510,20150324T000000,432000.0,4,1.0,1750,12528,1.0,0,0,4,7,1750,0,1967,0,98072,47.743,-122.09700000000001,1550,14120
21018,3023000120,20140902T000000,294900.0,3,2.5,1860,5025,2.0,0,0,3,8,1860,0,2010,0,98038,47.3557,-122.059,2000,5550
11199,6669020640,20150424T000000,336950.0,3,1.75,2310,7680,1.0,0,0,4,8,1410,900,1978,0,98032,47.3743,-122.285,2080,7680
5380,6421100502,20140915T000000,695000.0,5,3.0,3290,14134,1.0,0,0,3,7,1870,1420,2004,0,98052,47.6708,-122.14,1970,11470
5817,9577800005,20141022T000000,775000.0,3,2.5,2780,5467,2.0,0,2,3,9,2780,0,2000,0,98126,47.5791,-122.37799999999999,2630,5000
6115,291300280,20150218T000000,310000.0,2,2.5,1090,923,2.0,0,0,3,7,1090,0,2004,0,98027,47.5347,-122.071,1410,1326
14329,8731980880,20141222T000000,340000.0,4,2.25,2180,8000,1.0,0,0,4,9,1630,550,1975,0,98023,47.317,-122.37799999999999,2310,8000
20243,6792200066,20140725T000000,280000.0,4,2.25,1834,7460,2.0,0,0,3,8,1834,0,2012,0,98042,47.3568,-122.163,1979,9008
168,3261020370,20140605T000000,653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.23100000000001,2480,8750
8813,9191201250,20150107T000000,580000.0,5,2.0,2600,3750,1.5,0,0,4,6,1400,1200,1914,0,98105,47.6691,-122.29899999999999,1700,3750
18894,7302000610,20150508T000000,316000.0,4,1.5,2120,46173,2.0,0,0,3,7,2120,0,1974,0,98053,47.6503,-121.96799999999999,2000,46173
12822,3343300644,20150511T000000,343000.0,2,1.0,1110,9920,1.0,0,0,5,6,700,410,1942,0,98056,47.5454,-122.19200000000001,2830,10091
13471,98030530,20140610T000000,745000.0,4,3.25,3490,7024,2.0,0,0,3,10,3490,0,2006,0,98075,47.5834,-121.97200000000001,3450,6866
14927,1823049242,20141006T000000,245000.0,3,2.25,1900,7250,1.0,0,0,3,7,1250,650,1967,0,98146,47.4869,-122.344,1560,9420
16408,8562750660,20140807T000000,598500.0,4,2.5,2520,3980,2.0,0,0,3,8,2520,0,2005,0,98027,47.5401,-122.07,2610,3980
4950,4376700430,20140716T000000,572000.0,5,2.25,2340,9225,2.0,0,0,3,8,2340,0,1973,0,98052,47.6369,-122.098,2140,9348
398,1604601375,20140619T000000,378750.0,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1909,2011,98118,47.5644,-122.289,1060,3500
21070,880000211,20140821T000000,255000.0,3,1.75,1260,1133,2.0,0,0,3,7,810,450,2011,0,98106,47.5261,-122.361,1260,1172
8191,3623500205,20140513T000000,2450000.0,4,4.5,5030,11023,2.0,0,2,3,11,3250,1780,2008,0,98040,47.5722,-122.236,3640,11490
16463,2695600190,20150327T000000,416000.0,2,1.0,940,4264,1.0,0,0,5,7,940,0,1949,0,98126,47.5314,-122.37799999999999,1630,4472
149,1994200024,20141104T000000,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599
3069,8698100115,20150407T000000,255000.0,3,1.75,2190,6000,1.5,0,0,4,7,2190,0,1920,0,98002,47.3063,-122.223,1610,6000
20745,259500270,20140505T000000,478000.0,3,2.5,3040,4535,2.0,0,0,3,9,3040,0,2007,0,98056,47.51,-122.185,2670,4666
94,6021501535,20141223T000000,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500
10872,7891600260,20140618T000000,175000.0,2,1.0,660,5000,1.0,0,0,3,6,660,0,1915,0,98106,47.5664,-122.36399999999999,1000,5000
17125,8100000080,20140813T000000,224400.0,3,1.75,1070,7200,1.0,0,0,3,7,1070,0,1994,0,98010,47.3129,-122.023,1280,7200
6462,1708400595,20140725T000000,360000.0,5,1.75,1550,5225,1.5,0,0,4,7,1550,0,1941,0,98108,47.553999999999995,-122.306,1220,5225
15573,8901000585,20150401T000000,525000.0,4,1.75,1600,7400,1.0,0,0,3,7,1210,390,1973,0,98125,47.7111,-122.309,1640,7500
10915,1920079062,20141222T000000,332000.0,5,1.5,2420,43560,1.0,0,2,3,8,1500,920,1962,0,98022,47.208,-121.963,1620,17331
14184,3904990210,20140822T000000,599000.0,4,2.5,2640,6738,2.0,0,0,4,8,2640,0,1989,0,98029,47.5787,-122.0,2180,5782
10665,7852160310,20140814T000000,1010000.0,4,2.75,3430,15877,1.0,0,4,3,11,3430,0,2005,0,98065,47.5364,-121.85600000000001,4080,14577
14975,1373800170,20140630T000000,972000.0,4,1.75,2010,6300,1.0,0,2,5,8,1610,400,1937,0,98199,47.6457,-122.412,3290,6300
1496,9264960560,20141001T000000,340000.0,3,2.5,2690,8577,2.0,0,0,3,9,2690,0,1987,0,98023,47.3026,-122.351,2570,8066
13758,3220200040,20140616T000000,1712500.0,3,3.25,2940,5432,3.0,0,3,4,10,2440,500,1978,0,98109,47.6299,-122.354,4400,5500
6289,6806300920,20140610T000000,490000.0,4,2.5,3020,8302,2.0,0,0,4,10,3020,0,1994,0,98042,47.363,-122.12700000000001,3020,8406
17512,1049010050,20141219T000000,386100.0,3,2.0,1270,6760,1.0,0,0,5,7,1270,0,1972,0,98034,47.7381,-122.179,1550,5734
4885,3832710840,20140602T000000,250000.0,4,2.0,1850,7560,1.0,0,0,4,7,1540,310,1978,0,98032,47.3666,-122.277,1620,7658
5905,2122059127,20140916T000000,209900.0,3,1.0,1030,60720,1.5,0,0,3,5,1030,0,1912,0,98042,47.375,-122.166,1330,10342
19627,8682302030,20140521T000000,413800.0,3,2.0,1440,4421,1.0,0,0,3,8,1440,0,2007,0,98053,47.7188,-122.024,1440,4157
9398,9287800375,20141030T000000,685000.0,3,2.0,2210,5000,1.5,0,2,3,7,1710,500,1909,0,98103,47.6754,-122.35700000000001,1920,5000
8952,3902300100,20140512T000000,522000.0,4,2.25,1800,8623,1.0,0,0,4,8,1360,440,1980,0,98033,47.692,-122.184,2370,8623
21210,7234600832,20140516T000000,500000.0,2,2.5,1310,1500,2.0,0,0,3,8,1160,150,2006,0,98122,47.6112,-122.309,1320,1581
20096,3262300485,20150421T000000,2250000.0,5,5.25,3410,8118,2.0,0,0,3,11,3410,0,2006,0,98039,47.6295,-122.236,3410,16236
3746,7230300100,20140826T000000,320000.0,3,2.0,1820,17600,1.0,0,0,5,7,1820,0,1972,0,98059,47.4703,-122.11200000000001,2190,17440
14293,3629760330,20150311T000000,685000.0,3,2.5,2370,4950,2.0,0,0,3,8,2370,0,2003,0,98029,47.5465,-122.01299999999999,2230,4950
10466,133000127,20140623T000000,265000.0,3,1.0,1620,9450,1.5,0,0,3,7,1620,0,1928,0,98168,47.5136,-122.31299999999999,2070,11970
10752,2781250520,20141016T000000,200000.0,2,1.75,910,2693,1.0,0,0,3,6,910,0,2003,0,98038,47.3493,-122.025,1360,2693
1675,1821059264,20140626T000000,224000.0,4,1.5,1600,9289,1.0,0,0,4,7,1600,0,1959,0,98002,47.3107,-122.212,1540,9918
17060,8820900029,20140610T000000,700000.0,5,2.75,3100,9825,2.0,0,2,4,8,3100,0,1950,1982,98125,47.7188,-122.281,2120,8400
4900,9201000480,20141112T000000,550000.0,3,1.75,1840,9401,1.0,0,0,3,8,1840,0,1971,0,98075,47.5847,-122.075,2850,14323
1929,2767603215,20140516T000000,490000.0,3,2.0,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,98107,47.6726,-122.381,1450,4275
11006,3024059036,20140530T000000,950000.0,4,1.75,2500,92347,1.0,0,0,4,8,1500,1000,1970,0,98040,47.5345,-122.21600000000001,3750,20267
13714,2600100180,20141020T000000,555000.0,4,2.75,2600,19275,1.0,0,0,3,8,1620,980,1978,0,98006,47.5523,-122.162,2230,10119
21089,5635100080,20141031T000000,359950.0,4,2.5,2542,6120,2.0,0,0,3,8,2542,0,2014,0,98030,47.3751,-122.18799999999999,2419,8984
20748,3438503230,20141030T000000,395000.0,3,2.5,2510,5320,2.0,0,0,3,8,2510,0,2005,0,98106,47.5374,-122.35700000000001,1820,5736
17941,8081020330,20140729T000000,1320000.0,4,3.25,3470,11843,1.0,0,3,3,11,2270,1200,1989,0,98006,47.5513,-122.135,3910,13247
11628,5100401516,20140925T000000,407000.0,2,1.0,740,6380,1.0,0,0,3,6,740,0,1912,0,98115,47.6929,-122.318,1800,6380
5568,2493200235,20150311T000000,370000.0,2,1.0,850,6213,1.0,0,0,3,6,750,100,1916,0,98136,47.5282,-122.384,1880,5500
1967,9476200350,20141013T000000,471750.0,5,3.5,3790,8200,1.0,0,1,3,8,2120,1670,2001,0,98056,47.4891,-122.19,1740,8676
16837,4441300170,20150112T000000,1300000.0,4,2.5,3110,11857,2.0,0,4,3,11,2040,1070,1990,0,98117,47.6952,-122.402,3110,11570
11420,7202290320,20141024T000000,440500.0,3,2.5,1600,3172,2.0,0,0,3,7,1600,0,2002,0,98053,47.6868,-122.042,1690,3698
6356,3751605432,20140513T000000,239950.0,3,1.0,1900,33888,1.5,0,0,4,5,1900,0,1942,0,98001,47.2738,-122.271,1430,19200
1634,7129300935,20141105T000000,415000.0,3,1.75,2380,5650,1.0,0,2,4,8,1190,1190,1956,0,98118,47.5119,-122.255,2350,6554
10574,1796380060,20141201T000000,253000.0,3,2.0,1290,7372,1.0,0,0,5,7,1290,0,1990,0,98042,47.3658,-122.085,1290,7366
8591,200520120,20140701T000000,570000.0,4,2.5,2590,8483,2.0,0,0,3,9,2590,0,1991,0,98011,47.738,-122.221,2660,8717
21267,3943600020,20140829T000000,400000.0,4,2.5,2398,5988,2.0,0,0,3,8,2398,0,2008,0,98055,47.452,-122.204,2370,5988
7816,6383000820,20140807T000000,685900.0,3,2.5,2290,9142,1.0,0,0,3,8,2290,0,1972,0,98117,47.691,-122.387,1770,8035
10926,1402810140,20140505T000000,300000.0,3,2.0,1050,10072,1.0,0,0,3,7,1050,0,1986,0,98019,47.7341,-121.976,1130,10087
3318,3904901450,20141120T000000,445000.0,3,2.25,1850,4050,2.0,0,0,4,7,1850,0,1985,0,98029,47.5669,-122.01700000000001,1650,4468
13005,3491300180,20150427T000000,635000.0,3,1.75,1480,6985,1.5,0,0,4,7,1200,280,1926,0,98117,47.68600000000001,-122.374,1480,5588
14632,4222500410,20150226T000000,267000.0,4,1.75,2000,7350,1.0,0,0,3,7,1100,900,1963,0,98003,47.3428,-122.303,1720,7350
1479,5266300140,20150408T000000,701000.0,4,1.5,1840,10080,2.0,0,0,3,8,1840,0,1907,0,98118,47.5575,-122.279,1830,5040
622,9500900135,20141021T000000,200000.0,3,1.5,1210,10588,1.0,0,0,4,7,1210,0,1958,0,98002,47.2876,-122.212,1408,10588
926,5412200270,20140520T000000,288400.0,4,2.5,1860,6687,1.0,0,0,4,7,1220,640,1983,0,98031,47.4046,-122.186,1860,6117
1498,9272200810,20150316T000000,1218000.0,4,3.0,3470,4750,2.0,0,2,3,9,2370,1100,2014,0,98116,47.5917,-122.38600000000001,2420,4761
6987,475000080,20141111T000000,515000.0,2,1.5,1400,5000,1.0,0,0,4,7,1150,250,1904,0,98107,47.6681,-122.36200000000001,1530,4200
9440,4302201085,20150506T000000,546940.0,3,1.0,1470,7680,1.0,0,0,3,7,1220,250,1946,0,98106,47.5276,-122.359,1470,6784
11400,1402950240,20140602T000000,300000.0,4,2.5,2070,7476,2.0,0,0,3,8,2070,0,2003,0,98092,47.3352,-122.189,2430,5500
14402,1623300325,20141021T000000,999000.0,5,3.5,2810,2700,2.0,0,0,5,9,1900,910,1910,0,98117,47.6799,-122.363,1510,3800
8013,603001050,20140723T000000,230000.0,2,1.0,1430,4000,1.0,0,0,3,7,930,500,1949,0,98118,47.5233,-122.28399999999999,1110,4000
12815,3298700156,20140610T000000,310000.0,3,2.5,1780,6771,1.0,0,0,3,7,1230,550,1990,0,98106,47.5237,-122.353,1780,6771
16997,3342101795,20141111T000000,430000.0,4,2.75,1820,5400,1.0,0,0,4,7,1220,600,1988,0,98056,47.5204,-122.205,1630,5400
15890,1525069088,20150504T000000,442500.0,5,3.25,4240,226097,2.0,0,0,3,8,3410,830,1980,0,98053,47.6472,-122.01700000000001,2980,217800
12463,6352600350,20141209T000000,795000.0,2,2.5,2830,8630,2.0,0,0,3,10,2830,0,2001,0,98074,47.6481,-122.081,3190,7515
14346,1868901120,20140606T000000,660000.0,3,1.75,1980,3300,1.5,0,0,4,7,1140,840,1926,0,98115,47.6733,-122.29799999999999,1590,5000
7677,1828001130,20140617T000000,545000.0,4,2.25,2030,11585,1.0,0,0,4,7,1590,440,1967,0,98052,47.6561,-122.13,1960,8977
1332,4022900125,20140902T000000,605000.0,4,2.5,2430,11870,1.0,0,0,5,8,1590,840,1968,0,98155,47.7761,-122.285,2430,9600
9985,8722100030,20150407T000000,632750.0,4,2.0,1800,4800,1.5,0,0,3,7,1800,0,1918,0,98112,47.6388,-122.302,1950,4800
5149,9406540130,20150403T000000,489000.0,4,2.5,3910,8442,2.0,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7576
7780,3023049186,20150416T000000,575000.0,3,2.0,2500,30056,1.0,0,0,5,8,1840,660,1954,0,98166,47.4468,-122.337,2500,30000
20643,7853390260,20150205T000000,640000.0,4,3.5,3220,5741,2.0,0,0,3,9,3220,0,2013,0,98065,47.5169,-121.88600000000001,2960,6534
2688,1072030510,20140829T000000,415000.0,4,2.25,2240,12650,1.0,0,0,4,8,1730,510,1981,0,98059,47.4777,-122.14200000000001,2150,12650
1714,1513800036,20140516T000000,799000.0,4,3.25,3120,5000,2.0,0,0,3,9,2370,750,2005,0,98115,47.69,-122.29899999999999,2520,6000
17059,9358001732,20150428T000000,400000.0,3,2.5,1390,2815,2.0,0,0,3,8,1390,0,1999,0,98126,47.566,-122.366,1390,3700
13089,2597710450,20150304T000000,365000.0,3,2.25,2290,7350,2.0,0,0,3,8,2290,0,1988,0,98058,47.428999999999995,-122.162,2170,7529
2059,4073800140,20140811T000000,429000.0,3,3.25,2210,3600,2.0,0,0,3,8,1820,390,1995,0,98125,47.7031,-122.279,2010,6690
9047,6623400090,20150421T000000,222000.0,2,1.0,1550,38449,1.0,0,0,3,6,1550,0,1947,0,98055,47.4315,-122.199,1188,25875
14023,7977200995,20150506T000000,506000.0,3,2.0,1160,6120,1.0,0,0,3,7,1160,0,1947,0,98115,47.6853,-122.29299999999999,1150,5100
10600,7011200830,20140909T000000,783200.0,4,2.0,1590,5400,1.0,0,2,3,7,990,600,1900,0,98119,47.637,-122.367,2190,4800
14611,2423069170,20140603T000000,770000.0,3,2.5,2430,54059,2.0,0,0,3,10,2430,0,1987,0,98027,47.4664,-121.992,2910,49658
16892,4058801680,20140523T000000,300000.0,2,1.0,1340,7788,1.0,0,2,3,7,1340,0,1947,0,98178,47.5094,-122.244,2550,7788
10354,9485750240,20141017T000000,395000.0,3,2.5,2310,4930,2.0,0,0,4,8,2310,0,1989,0,98055,47.4512,-122.208,2230,5324
3855,723049476,20140724T000000,203000.0,3,2.25,1630,9145,1.0,0,0,3,7,1630,0,1960,0,98146,47.5,-122.34700000000001,1630,9206
9093,880000208,20141213T000000,320000.0,3,2.5,1610,1356,2.0,0,0,3,8,1240,370,2007,0,98106,47.5257,-122.361,1270,1314
4113,8562700090,20141111T000000,462600.0,3,1.75,1430,11761,1.0,0,0,4,8,1430,0,1964,0,98052,47.6686,-122.15700000000001,2040,10035
9642,3760500602,20150427T000000,608095.0,3,2.5,2680,17707,2.0,0,1,3,9,2680,0,1983,0,98034,47.7031,-122.22399999999999,2840,21743
6049,3276930380,20140523T000000,675000.0,4,2.5,2560,36601,2.0,0,0,4,9,2560,0,1987,0,98075,47.5851,-121.992,2790,36601
17010,8680300010,20150324T000000,290000.0,3,2.0,1360,6685,1.0,0,0,3,7,1360,0,1952,0,98155,47.7365,-122.324,1300,8138
4785,5104650020,20150505T000000,429000.0,3,2.5,2530,8820,2.0,0,0,3,8,2530,0,1997,0,98031,47.42,-122.205,2340,9472
2715,3876810140,20140527T000000,326500.0,3,1.0,1810,12375,2.0,0,0,3,7,1810,0,1970,0,98072,47.7427,-122.17200000000001,1420,9357
13060,8019200925,20150429T000000,315000.0,5,1.75,1850,14800,1.5,0,0,3,6,1760,90,1937,0,98168,47.4935,-122.321,1250,14800
13267,5425700205,20140520T000000,1800000.0,4,3.5,4460,16953,1.0,0,0,3,9,2550,1910,1962,1994,98039,47.6338,-122.23200000000001,1980,13370
316,7771300125,20150408T000000,487000.0,3,2.0,2590,14052,1.0,0,0,5,8,1720,870,1948,0,98133,47.7357,-122.333,1570,8162
1923,1545807990,20150217T000000,315000.0,3,1.75,1890,10661,1.0,0,0,5,7,1460,430,1978,0,98038,47.3583,-122.056,1680,9604
12081,5288200260,20140903T000000,597000.0,2,1.75,2470,4600,1.0,0,3,4,7,1140,1330,1916,0,98126,47.5599,-122.37799999999999,1790,5175
19205,4441300325,20140905T000000,695000.0,3,3.25,3080,12100,2.0,0,0,3,8,2080,1000,1984,0,98117,47.695,-122.399,2100,6581
17098,9126100346,20140617T000000,350000.0,3,2.0,1380,3600,3.0,0,0,3,8,1380,0,2015,0,98122,47.6074,-122.305,1480,3600
7683,8827900690,20150421T000000,600000.0,3,2.0,1460,2800,1.0,0,0,4,7,730,730,1921,0,98105,47.67,-122.295,1780,4560
10305,9264900350,20150424T000000,285000.0,3,2.25,1840,9040,1.0,0,0,3,8,1370,470,1979,0,98023,47.3144,-122.339,1870,8992
20542,8679200100,20150107T000000,850000.0,4,2.75,3320,5559,2.0,0,0,3,9,3320,0,2012,0,98075,47.5607,-122.031,3400,6854
2818,5035300850,20141110T000000,1385000.0,5,3.75,3290,6480,2.0,0,0,5,10,2190,1100,1938,0,98199,47.653,-122.415,2010,7639
7040,3395800660,20141230T000000,190000.0,3,1.0,1640,8100,1.0,0,0,3,6,1040,600,1939,0,98146,47.482,-122.34,1600,8100
950,3812400070,20150506T000000,435000.0,5,1.0,1410,6750,1.5,0,0,3,6,1410,0,1929,0,98118,47.5453,-122.27799999999999,1360,6750
13129,9528102060,20140730T000000,516000.0,2,1.75,1640,3090,1.0,0,0,4,7,910,730,1925,0,98115,47.678999999999995,-122.319,1510,4120
19967,1607100038,20140921T000000,500000.0,4,3.25,2670,5001,1.0,0,0,3,9,1640,1030,2013,0,98108,47.5666,-122.29299999999999,1610,5001
14205,7856570150,20140625T000000,913888.0,5,2.25,2370,15512,2.0,0,0,4,9,2370,0,1981,0,98006,47.5555,-122.15,2380,15100
16148,1624059093,20140630T000000,570000.0,3,2.0,1890,29185,1.0,0,0,3,7,1470,420,1949,2013,98006,47.5621,-122.16799999999999,2580,11600
17555,1196002395,20140917T000000,545400.0,3,2.0,2850,19200,1.0,0,3,3,8,2340,510,2004,0,98023,47.3378,-122.348,2860,18240
6405,2770601365,20150224T000000,473000.0,2,1.0,940,4000,1.0,0,0,3,6,720,220,1942,0,98199,47.6488,-122.385,1180,6000
30,8562750320,20141110T000000,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980
8797,5459300040,20140813T000000,715000.0,4,2.5,2450,7700,1.0,0,0,3,8,1250,1200,1958,0,98040,47.5731,-122.212,2450,8000
1639,8952900204,20141029T000000,810000.0,5,3.5,3550,9600,2.0,0,0,3,9,2550,1000,1998,0,98118,47.5484,-122.26899999999999,2030,9600
18103,6870000150,20141218T000000,677000.0,4,2.5,2820,4174,2.0,0,0,3,9,2820,0,2004,0,98034,47.7112,-122.226,2560,4853
12947,7905400040,20140711T000000,206000.0,3,1.75,1140,9800,1.0,0,0,4,7,1140,0,1968,0,98001,47.3063,-122.27,1370,9800
9396,126039599,20150326T000000,475000.0,4,2.25,1800,7200,1.0,0,0,3,7,1230,570,1979,0,98177,47.7717,-122.376,2260,7498
12628,8917100206,20140718T000000,442000.0,4,1.5,1960,12688,1.5,0,0,4,7,1960,0,1962,0,98052,47.6304,-122.09700000000001,2050,9375
21324,5422950080,20140825T000000,305000.0,4,2.5,2280,3800,2.0,0,0,3,7,2280,0,2006,0,98038,47.3586,-122.036,2630,4045
20163,7570060290,20150304T000000,383000.0,4,2.5,2050,4953,2.0,0,0,3,9,2050,0,2014,0,98038,47.3448,-122.024,2340,6175
4456,4385700735,20150311T000000,790000.0,2,1.5,1940,4400,1.0,0,0,3,7,970,970,1923,0,98112,47.6371,-122.279,1480,3080
18842,3624079067,20140508T000000,330000.0,2,2.0,1550,435600,1.5,0,0,2,7,1550,0,1972,0,98065,47.5145,-121.853,1600,217800
6871,2822049148,20140918T000000,217000.0,3,1.0,1110,9827,1.0,0,0,3,7,1110,0,1966,0,98198,47.369,-122.311,1540,10187
5927,9238500190,20141202T000000,440000.0,4,2.25,2600,28600,1.0,0,0,3,8,1810,790,1968,0,98072,47.7757,-122.139,2580,26950
9680,8857640710,20140820T000000,479000.0,4,2.5,2590,6139,2.0,0,0,3,8,2590,0,2001,0,98038,47.3883,-122.035,2410,6139
12952,622100092,20140716T000000,440000.0,3,1.75,1950,19747,1.0,0,0,3,7,1150,800,1979,0,98072,47.7685,-122.162,2560,9674
16680,4045500715,20141217T000000,598800.0,1,1.0,1090,32010,1.0,0,0,4,6,1090,0,1958,0,98014,47.6928,-121.87,1870,25346
9845,5469501200,20140820T000000,431000.0,3,2.25,2360,14950,1.0,0,0,4,9,2360,0,1978,0,98042,47.3856,-122.15799999999999,2720,14388
17854,5495200040,20150126T000000,610000.0,5,3.25,3490,23400,1.0,0,0,4,8,1890,1600,1957,0,98006,47.5701,-122.124,2660,12400
1965,8952900260,20140919T000000,375000.0,3,1.0,1130,12500,1.5,0,0,3,7,1130,0,1954,0,98118,47.5491,-122.26799999999999,2280,8750
9527,7785350490,20141023T000000,675000.0,3,2.25,2770,15886,2.0,0,0,3,10,2770,0,1982,0,98177,47.7464,-122.36200000000001,3290,15886
18780,7544800195,20140813T000000,415000.0,1,1.0,760,3000,1.0,0,0,3,7,760,0,1900,0,98122,47.6059,-122.303,1270,3000
1584,8964800370,20141022T000000,1375000.0,3,1.5,1850,10572,1.0,0,0,4,8,1850,0,1953,0,98004,47.6194,-122.208,3030,12752
2025,2767600400,20141118T000000,719950.0,3,2.25,2190,2416,3.0,0,0,3,8,2190,0,2014,0,98117,47.6758,-122.38,1510,3615
11522,524059208,20150220T000000,650000.0,4,1.75,1900,10454,1.0,0,0,4,7,1180,720,1954,0,98004,47.5933,-122.195,2060,11325
18958,7893800534,20141124T000000,394250.0,3,2.0,2620,10107,1.0,0,3,3,7,2620,0,1982,0,98198,47.4096,-122.329,1730,7812
6885,2872900050,20141007T000000,400000.0,3,2.5,1450,8064,1.0,0,0,3,8,1450,0,1984,0,98074,47.6256,-122.037,1710,9554
10256,510003230,20140810T000000,720001.0,3,2.5,1430,2200,1.5,0,0,4,7,1430,0,1910,0,98103,47.6601,-122.331,1740,4275
14183,2915200210,20141205T000000,500000.0,2,1.0,680,5250,1.0,0,0,4,6,680,0,1922,0,98177,47.7013,-122.359,1620,5461
19557,293000068,20140613T000000,556000.0,3,1.75,1640,7437,1.0,0,0,3,7,1090,550,1948,0,98126,47.5324,-122.38,1640,7436
16966,9839300285,20150412T000000,720000.0,3,2.5,2100,2200,2.0,0,0,4,7,1500,600,1919,0,98122,47.614,-122.294,1750,4400
4963,3578401330,20140718T000000,450000.0,3,1.75,1540,9154,1.0,0,0,3,8,1540,0,1983,0,98074,47.6207,-122.042,1990,10273
13110,3758900220,20141226T000000,1135000.0,4,4.25,4590,17621,2.0,0,0,3,10,3160,1430,2003,0,98033,47.6973,-122.205,3800,12268
2381,8946750140,20150430T000000,282000.0,3,2.25,1552,3600,2.0,0,0,3,7,1552,0,2012,0,98092,47.3198,-122.178,1677,3600
19272,1337300145,20140721T000000,1800000.0,4,2.5,3320,8325,2.5,0,0,5,10,3320,0,1905,0,98112,47.6263,-122.314,3680,6050
13166,1523069197,20140503T000000,379880.0,3,2.5,1650,14054,1.0,0,0,4,7,1130,520,1986,0,98027,47.4821,-122.01700000000001,1940,87555
6056,259600280,20150406T000000,400000.0,4,2.0,1420,9301,1.0,0,0,4,7,1420,0,1963,0,98008,47.6325,-122.12100000000001,1530,8075
2928,686200740,20141020T000000,500000.0,4,2.25,2080,8000,1.0,0,0,3,8,1390,690,1964,0,98008,47.6264,-122.113,1800,7700
17038,2326059099,20140502T000000,838000.0,4,2.5,3310,42998,2.0,0,0,3,9,3310,0,2001,0,98052,47.7232,-122.131,3350,42847
12063,1139000135,20141009T000000,440000.0,4,1.0,1480,7560,1.5,0,0,3,7,1480,0,1940,0,98177,47.7079,-122.35799999999999,1480,7560
5836,7955060010,20140613T000000,440000.0,4,2.25,2010,7575,1.0,0,0,3,7,1220,790,1974,0,98034,47.7328,-122.2,1820,7831
11020,7604410030,20150121T000000,375000.0,4,2.75,1890,5240,1.0,0,0,3,7,980,910,1981,0,98106,47.5528,-122.35600000000001,1600,5240
20799,7772850060,20141110T000000,290000.0,3,2.5,1420,3542,2.0,0,0,3,8,1310,110,2007,0,98133,47.7731,-122.34299999999999,1180,1622
20656,7017200055,20150113T000000,560000.0,4,3.0,2720,7570,2.0,0,0,3,9,2720,0,2008,0,98133,47.7113,-122.34899999999999,1770,5705
9109,809003160,20141218T000000,570000.0,2,1.0,1100,4000,1.0,0,0,3,7,1100,0,1906,0,98109,47.6388,-122.35,1590,4000
15926,2600130020,20141106T000000,778000.0,3,3.0,2630,10156,1.0,0,0,4,9,2630,0,1987,0,98006,47.5481,-122.156,2660,10455
11012,1314300046,20140630T000000,308000.0,3,1.0,1010,8800,1.0,0,0,4,7,1010,0,1954,0,98118,47.5483,-122.27799999999999,1400,4095
18691,2473100450,20140909T000000,330000.0,4,2.0,1590,9100,1.0,0,0,3,7,1040,550,1967,2014,98058,47.4465,-122.156,1670,9100
21342,5045700470,20150319T000000,563950.0,4,2.75,3050,4750,2.0,0,0,3,8,3050,0,2014,0,98059,47.4857,-122.15299999999999,2730,5480
1593,1250203335,20140527T000000,1050000.0,4,2.5,2920,7200,1.0,0,3,3,8,1470,1450,1921,2006,98144,47.5947,-122.288,3210,6825
2201,7853240560,20140903T000000,585000.0,4,2.5,3110,6479,2.0,0,0,3,9,3110,0,2005,0,98065,47.5408,-121.861,3110,7075
4383,3332000195,20140924T000000,167500.0,3,1.0,760,3090,1.0,0,0,2,5,760,0,1903,0,98118,47.5513,-122.275,1020,5356
700,9349900105,20150407T000000,795000.0,2,1.0,1380,5000,1.5,0,2,3,5,1380,0,1905,0,98106,47.5708,-122.359,1500,5000
15930,4139400630,20140529T000000,860000.0,3,2.5,2770,9136,2.0,0,0,3,10,2770,0,1991,0,98006,47.5605,-122.115,2890,8442
20307,7234601142,20140808T000000,665000.0,3,2.25,1590,929,2.0,0,0,3,9,1060,530,2014,0,98122,47.6172,-122.31,1510,1193
20478,1890000166,20140905T000000,540000.0,3,2.5,1280,1889,3.0,0,0,3,8,1280,0,2009,0,98105,47.6619,-122.324,1450,1889
3693,5021900265,20140702T000000,659000.0,4,2.0,2090,10800,1.0,0,0,4,7,2090,0,1951,0,98040,47.5759,-122.223,2090,10800
4029,7550800945,20141007T000000,526000.0,2,1.0,1450,4500,1.5,0,0,4,7,1450,0,1921,0,98107,47.6739,-122.396,1470,5000
6946,7997200130,20150128T000000,649950.0,3,2.5,2420,7500,1.0,0,2,4,8,1210,1210,1944,0,98117,47.6949,-122.389,2340,7500
